year,Africa (excluding high income) (median),Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Cote d'Ivoire,Djibouti,"Egypt, Arab Rep.",Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,"Gambia, The",Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Madagascar,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Sierra Leone,"Somalia, Fed. Rep.",South Africa,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2010,18.28755675272624,1.4973466577080583,16.391993447951997,11.654970982272907,10.749876780378173,19.454103449765203,18.786898035809628,47.25081657716587,7.844917444509925,17.50625180883078,14.561943049848866,27.348327682534023,18.518888042481326,18.615579746269056,27.336909448214016,39.61813356836619,14.006151159983407,,62.81322117752899,10.022220159745263,24.17543257631482,17.509217718973673,27.344803015625658,11.88086050147159,42.66240233191939,101.66472015559901,15.476337662643704,30.101688000098463,9.311308440491823,20.424396317793832,7.447115630553232,18.05622546297115,41.265573736259434,9.93241852997738,20.96305429038854,28.590769273774296,15.383848939018879,0.8894155237380748,12.541343618099884,74.5842065871402,19.52103047367554,15.830945016354722,,8.70752258460467,22.274209467541734,17.82858041311071,21.26802458937537,32.154362918547044,10.829165714886713,6.214487415438192,23.67154726526048
2011,16.432369719831318,1.0330239239474373,14.527338610046774,11.15053057871817,12.57401948216234,17.460333187063934,16.27536540715916,49.90961961444545,6.933278326049648,12.881086367727649,13.318997302188999,23.785928007140438,13.83398646497982,18.451117400221868,27.853166474548587,36.84601216484893,12.42805533704808,,48.91107187789648,8.21166914691751,26.05901341675626,15.228514195256654,30.835603279860734,12.495179931435102,43.72680783730535,18.04920571092196,16.432369719831318,28.3690023152128,8.037179928807314,18.622378636234064,8.262959567541408,16.068514188894074,37.8274995513931,10.035862158381134,20.49543788158374,26.63966342908985,21.775197006910986,1.0037669691487954,14.279937924717972,76.81265949519126,20.27803455015732,15.45025846576393,37.40595666233257,9.658642210479927,23.007829941065147,19.180161060600714,6.943980529319919,31.390120560282803,10.775085844789304,8.604085753404018,20.7832175874603
2012,16.204624484700954,0.7257496128211709,13.89311681235235,11.660982635736348,13.902516668028047,18.197169518040816,17.48501601588817,64.36513245387937,9.686259719326715,13.340458511232958,12.598549901832031,21.662414661884178,12.49954792087414,18.29669980453697,13.637280606893068,33.26804314990975,10.867780546837382,,42.11544329985605,7.301160343440713,23.55376327321603,16.90465434151021,31.702830512966386,14.423199268528894,13.928246288224742,21.295064452477725,15.888907470337957,30.915341646255595,7.795076859229126,19.423484361055007,12.198558277760723,18.858466270579697,44.95579605195712,11.575926780460188,23.6924419027312,27.212568573898764,16.204624484700954,1.0153202795877232,13.831766843867335,70.7127848649023,23.65412770241648,14.621780715452063,36.086756626599005,14.0761026725852,32.43153068491501,19.840339036860314,8.421727423264297,35.24229871526446,11.242697318964924,13.614173735178948,18.20341910536129
2013,17.051490436271564,0.6327106715878956,16.359228795770232,12.740628134878751,12.70074543198593,17.346181611419276,16.07465344663855,72.81347057115862,12.076654414837414,20.998833734341467,15.784006038100435,9.685444147713886,13.132967106069982,21.287191738373593,14.73189233520815,32.52997475592338,13.958993667269434,,45.64948606987611,6.953536809193599,25.55932036269684,24.57325849063638,34.495809245214296,17.210684137703876,15.954193080681604,23.384882459117293,15.833728629450295,32.91857780931833,7.548869695053344,18.766417305734798,16.29913729171556,19.91509094912867,44.2867877519653,14.124180941080652,24.60700829388539,42.46594999861322,17.051490436271564,1.127382645069688,20.128747637059618,65.97614927558313,23.834563102706106,13.434182780986587,31.69703226158224,14.987168777901866,31.311585947904064,22.1808223496594,9.880578089636401,34.78153667536121,12.57142473743863,13.379798377711532,16.630594467133104
2014,19.359358282131023,0.47081999729935203,19.76432060861672,13.257391869521493,12.333716407430908,16.624841860842306,14.949840047956048,75.29449798964704,12.685655539650842,20.651767672309745,19.917554556337805,9.069320679303305,11.126448415624273,30.022501268590457,13.539470459501409,36.618910389716824,11.543824318529387,,31.85802610671698,6.976687561563029,29.913027660544977,23.95047643907634,37.25239560067737,23.50709216720276,16.60512212459759,29.577799475669348,19.446084203122936,31.061649478583735,9.592292525686046,19.209525132199186,16.031453113586107,18.714755889753214,49.83025809945865,13.868058962240701,25.473423461040472,47.4442120141382,16.038357490777525,1.1916838318317837,21.592798208945535,61.40035426894759,25.052592523839085,14.053605926029524,27.92410374646926,16.440772212484898,26.43286928895155,23.107249159246628,11.192237738081946,33.81379493367814,12.121978243638948,19.359358282131023,15.200389908597078
2015,21.865498612433072,0.46414171787123365,24.951841912479438,16.699876038188076,12.998637703648189,20.17047507397943,13.17720959687878,87.88447108279644,17.789564194743978,24.213864132689654,18.27091752408732,9.825490810214392,10.51259116287514,52.179189326830524,18.57059052967472,48.43783271434653,12.619188211928211,,38.90811027753367,7.60819406795563,30.908238290285688,32.79764423753397,35.81910769868962,29.777773816756714,18.17500662683512,43.27886807039647,21.523203368412762,35.13589848136639,14.044039496145668,22.166759327720225,16.14310001093818,21.865498612433072,60.040374995329,14.324439409355533,28.4066879455245,56.643602582075346,20.370173726088538,1.533922732794045,24.345607207924896,81.35635428165452,29.96569960306169,14.119779704404017,25.710444725109266,15.554315151778967,24.70900768362137,26.621140330319776,14.606172396965206,39.55387753729873,16.165419627439668,33.04304716873982,16.127980991958115
2016,21.605777841307134,0.9143054845482371,35.22704642841477,17.073651985597323,11.040100408834345,20.062133087084202,13.846176468998234,83.24005620638017,18.628095593001817,22.41984087716818,20.254087430137606,14.510180878884723,10.539978003183991,58.21862786860403,17.282873334505183,61.528003742866964,15.146249851049799,,34.05591795482537,9.852631214346886,30.691361358542256,35.29806214055788,35.72401079315323,28.24994514444579,20.54369455042132,42.81042526457524,22.9183356650937,35.11812798986133,16.143881632492604,20.817327009106126,19.503358030847732,20.753536739693327,60.26052348716215,12.94344249534804,28.380865664415943,79.0977164844665,21.605777841307134,1.986190545897766,27.37334984612027,74.24821226314016,32.29965413501761,16.223711459382418,23.595418856721405,21.543831094683792,24.180684443316345,26.283935461458576,16.218692760448487,41.939478326316184,18.019573317831085,36.228992168424426,15.647742381846816
2017,23.770988985601303,0.9030892790718396,29.531393035514412,19.66614155310159,9.577996751475117,20.406297291479294,13.244614551528702,89.01176602685774,22.15369280854124,19.349595733830242,21.49333615657935,14.343907544612183,11.231905608116795,58.58248336707016,19.884577846496438,70.40082734225712,26.598247938525038,,40.80435166155716,9.57780626683037,32.84126367873842,39.92734742649584,43.137629402073635,27.105612459519218,18.040291449367658,45.72242211424605,27.327871394623177,34.1363640443802,19.741607388020437,20.76671452552774,20.012752430802713,21.240973036468933,58.62736751851257,11.339098302068049,29.559310345592642,79.15192314558452,24.004727342845296,3.563605766242724,30.915580417796505,76.47426820682001,39.74887790141518,18.71463701894346,21.638086299563493,23.770988985601303,32.68686003342186,27.006340828092394,17.865307456183626,52.79564920270594,21.833555206956383,36.99184865924779,15.059916621612516
2018,22.891673953087928,0.7829276876900227,40.776024391798074,20.206174437528,8.473667007340268,19.135533406231982,14.066592819184756,79.59764635617432,22.891673953087928,18.657180788402066,18.1446146516084,20.669178357427285,11.88473900553928,45.01298300542603,22.60778502373054,70.19166923234017,30.191258721508458,,37.01262931167727,10.739370285170665,35.97090278149474,36.288053870166905,40.61575646027282,25.352210140279723,16.801260312555584,47.11478752127231,29.26775243949959,32.73408155720863,21.83264456085282,21.08039664948478,19.491803668786574,19.815642173010286,52.87129649161759,9.733637708054617,26.510927889511155,71.5991334412174,21.883511634768762,4.255828585122807,33.67105366531886,59.33576882315232,52.730455525843524,17.897391567110656,26.044833256700116,21.89064010961088,46.92501163610495,27.986077195086633,16.51542695007667,52.80282306881981,22.604141115896773,41.72631131018253,8.607901733470511
2019,26.202663857305062,0.7230927899249667,49.99156872984598,24.516731941324114,7.98628294917202,20.97875445183302,15.927547990809584,80.65201865215539,26.184425144167296,18.267305233313355,18.338717534252105,20.04073575433948,12.272853824008058,57.28141244724455,26.074286251475787,69.46071736059784,28.354041750438476,11.710234708326265,36.614586052374115,11.701970158660712,31.9376855425922,36.800414669026665,41.44892435460722,28.675780604462105,21.367589615822414,53.618704352862586,30.713302457163056,36.85265814345559,26.671691425361914,22.098803802146307,18.309539080218336,21.691729623049195,51.36110480245678,9.59843644171202,28.523028259754195,71.71086962309403,24.421104231124605,4.127309551458425,37.3540158233459,56.87177724640119,59.093146233907646,19.037331445851667,23.678271374927785,26.220902570442828,53.34200186325969,28.702533025142046,19.529373346102382,56.753049561291455,22.855601585115455,56.45705529498816,11.694237777448263
2020,29.432605414337683,0.8717472275167347,71.6458085313735,28.485487083667376,8.600047523050542,22.603716996012775,17.233807378247075,111.05893501674812,27.896995317986743,17.118996031357668,18.774892407365986,21.46376131149264,14.367045115797882,67.6676513829269,31.71343202196168,74.85417007406805,26.093840312029798,12.28808056173679,,14.133482371798745,32.104260054238495,42.90300923906772,45.968535364114125,32.73125752363104,23.466497181140372,68.07485163320699,33.22736987083451,44.482957370881785,31.13341933455266,26.879126103393485,19.036864411278994,24.356478663414993,49.453812762981975,16.799541981815384,36.21576015230712,80.49405917874957,29.082272750389603,5.354258181781728,48.83819399107176,53.103448558597954,65.57500745807305,20.34896594903655,30.23339362888271,29.432605414337683,48.51403052727142,27.71568648508474,23.86613182585776,60.66172039407196,31.22223350916979,83.01756122874015,12.16083486020277
2021,28.39777690997404,0.6674004132631065,56.18434202779504,32.97498860638185,7.905954204071191,22.146734685179066,17.15832769659665,97.10939401231089,27.489232588065736,15.982680104812669,15.559876633941347,22.555315285310883,11.634454915732523,55.85688362685609,31.83805468149621,70.93168900172925,25.67716879668231,9.272166531844785,,12.901338866362147,30.376738503281352,32.84190674441263,41.42852156835705,33.465207095923574,21.68884826616655,64.74615199344566,32.061561592699576,40.02759009975066,28.97350751796237,25.88306266950856,19.068507505853972,23.19362087529864,43.95255545384336,24.60983182851723,29.870115102190674,69.78042088725678,28.39777690997404,5.9312128912579585,51.50250329086812,46.45797267768867,61.4629442202268,19.352822035260616,24.389924003584984,22.67023267434117,44.437185100802004,27.864422161383445,21.656119738249632,49.45664893302964,29.727628711542568,69.05187691425266,9.310433281518502
2022,26.631609931544187,0.46771849287529416,34.602593297458675,34.63646016397495,7.668697796630605,23.789769491894514,14.539268762761267,85.171864538712,26.699846242448107,17.342019082234284,12.430652288994361,24.77529352112584,9.280705540539646,47.24634035232819,36.73489981318793,67.6179169701486,23.191473464234633,8.306906076570714,,15.96564095708989,24.41520230819359,30.19911067182099,41.743661479900304,37.35130500852582,18.72315811268399,67.06854946052204,30.537805255524447,42.55386173221811,27.892464833401643,25.62849095685822,20.31613272312491,23.399241015224,39.694496942372275,25.95286558218276,31.456905930352868,57.24773494073777,30.075701745709218,6.192101286721497,44.70841558573852,39.9820626485012,64.27469173469122,18.928535814477563,22.653657740860535,22.39521726652125,45.582326813247924,26.36007622349413,21.403455918078027,48.51171587155773,26.631609931544187,53.89832948620998,10.229705961346856
2023,28.565012550443264,0.40016755594258074,40.17920779271517,37.16227097632552,8.055103848971005,24.090960243818863,13.936717740272062,77.57364777867475,24.84182420425281,16.751911537440044,11.790968841439154,24.124212908009074,10.64755352035915,42.03538144340084,35.86564312058659,72.75981074258546,29.835501023786907,8.251148135136505,,16.736263814363692,19.973802410962488,30.301705242806037,42.13810445624266,35.41585369012844,17.793575127964452,65.46237112414893,33.143923688146856,44.841711284891716,29.218362637753092,27.807975885699232,21.398306863566877,22.3826654629064,34.81857288489792,26.064786347043377,30.889852742084816,48.39590327672283,28.76099750041733,9.036653496957726,48.84023440793296,35.75194817942468,73.01107467211597,21.315447366624323,18.410008182509998,23.476996787415565,41.58476156706997,28.565012550443264,21.535998097223995,45.45237422719908,26.998628810918206,55.785924946869706,12.169972231616198
2024,26.561637855775338,0.3163971807841875,38.56147821885597,41.51532838975903,9.56759321658249,22.141416081687094,12.426414395321354,67.68971750015498,23.479553016857505,15.299679614406141,11.830607419808036,22.46677424746033,10.328140831200493,36.10524802112193,35.86398907574689,67.30343753567432,27.910576017514856,7.015673752261027,,17.85572588079922,23.89642338468601,26.561637855775338,42.026431322421686,30.71736847077828,16.890467035439634,59.9246598532267,29.82445323808966,40.42093001773486,29.4823245082585,27.089174114254366,25.476184981021067,20.981770216491284,32.785631483540136,22.683745515779975,28.471792011493697,40.2286670065751,22.791207936095883,19.908631248017926,55.22960205115092,30.728564036940902,76.43765090376661,18.853814992568754,5.45770887818471,24.387774439689533,51.27843806317739,30.639218921659488,22.749811914791028,40.55271853652787,24.710032135107618,61.15140877279249,10.810374059307971
