debtor_name,year,category,value,creditor_name
Gabon,2024,multilateral,619906000.0,World Bank-IBRD
"Gambia, The",2024,multilateral,49176308.5,African Dev. Bank
"Gambia, The",2024,multilateral,82818000.0,Arab Bank for Economic Dev. in Africa (BADEA)
"Gambia, The",2024,bilateral,352187.1,Belgium
"Gambia, The",2024,bilateral,23975230.2,China
"Gambia, The",2024,multilateral,27955565.9,Economic Community of West African States (ECOWAS)
"Gambia, The",2024,multilateral,53930337.9,European Investment Bank
"Gambia, The",2024,bilateral,69421000.0,India
"Gambia, The",2024,multilateral,0.0,International Bank for Economic Cooperation (IBEC)
"Gambia, The",2024,multilateral,28604066.7,International Fund for Agricultural Dev.
"Gambia, The",2024,multilateral,223640509.2,Islamic Dev. Bank
"Gambia, The",2024,bilateral,92391622.0,Kuwait
"Gambia, The",2024,commercial banks,20149000.0,Kuwait
"Gambia, The",2024,bilateral,3950000.0,Libya
"Gambia, The",2024,bilateral,4565000.0,Multiple Lenders
"Gambia, The",2024,multilateral,36160000.0,OPEC Fund for International Dev.
"Gambia, The",2024,bilateral,134542933.4,Saudi Arabia
"Gambia, The",2024,bilateral,16950034.0,United Arab Emirates
"Gambia, The",2024,bilateral,18749000.0,"Venezuela, Republic Bolivarian"
"Gambia, The",2024,multilateral,122358000.0,World Bank-IDA
Ghana,2024,multilateral,1212512650.1,African Dev. Bank
Ghana,2024,multilateral,754360000.0,African Export-Import Bank
Ghana,2024,multilateral,34414000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Ghana,2024,commercial banks,235189298.7,Austria
Ghana,2024,bilateral,80447578.5,Belgium
Ghana,2024,commercial banks,513021286.8,Belgium
Ghana,2024,bonds,9236087000.0,Bondholders
Ghana,2024,bilateral,855000.0,Brazil
Ghana,2024,commercial banks,120421000.0,Brazil
Ghana,2024,bilateral,1605393781.2,China
Ghana,2024,commercial banks,249162000.0,China
Ghana,2024,other private,0.0,China
Ghana,2024,bilateral,33851517.6,Czechia
Ghana,2024,commercial banks,80121006.9,Czechia
Ghana,2024,commercial banks,51685275.0,Denmark
Ghana,2024,multilateral,81781193.0,Economic Community of West African States (ECOWAS)
Ghana,2024,bilateral,187736000.0,Egypt
Ghana,2024,multilateral,39250680.9,European Investment Bank
Ghana,2024,bilateral,282422887.2,France
Ghana,2024,commercial banks,132094847.4,France
Ghana,2024,bilateral,300562081.2,"Germany, Fed. Rep. of"
Ghana,2024,commercial banks,776404107.3,"Germany, Fed. Rep. of"
Ghana,2024,other private,9753193.2,"Germany, Fed. Rep. of"
Ghana,2024,bilateral,448753000.0,India
Ghana,2024,multilateral,193448878.2,International Fund for Agricultural Dev.
Ghana,2024,commercial banks,169268244.8,Israel
Ghana,2024,bilateral,30384708.3,Italy
Ghana,2024,commercial banks,220127326.5,Italy
Ghana,2024,bilateral,1327800.8,Japan
Ghana,2024,bilateral,150254476.8,"Korea, Republic of"
Ghana,2024,other private,5146859.2,"Korea, Republic of"
Ghana,2024,bilateral,50482221.1,Kuwait
Ghana,2024,other private,0.0,Luxembourg
Ghana,2024,commercial banks,67612000.0,Mauritius
Ghana,2024,other private,0.0,Multiple Lenders
Ghana,2024,commercial banks,446312478.9,Netherlands
Ghana,2024,bilateral,603000.0,Nigeria
Ghana,2024,multilateral,40384068.6,Nordic Development Fund
Ghana,2024,multilateral,21868000.0,OPEC Fund for International Dev.
Ghana,2024,bilateral,24671733.4,Saudi Arabia
Ghana,2024,commercial banks,275685119.5,South Africa
Ghana,2024,bilateral,10584313.2,Spain
Ghana,2024,commercial banks,46558303.5,Spain
Ghana,2024,commercial banks,18382296.6,Sweden
Ghana,2024,bilateral,62317000.0,Turkiye
Ghana,2024,commercial banks,595344719.8,United Kingdom
Ghana,2024,bilateral,131831000.0,United States
Ghana,2024,commercial banks,182472000.0,United States
Ghana,2024,multilateral,6372715000.0,World Bank-IDA
Guinea,2024,multilateral,260403082.0,African Dev. Bank
Guinea,2024,multilateral,100000000.0,African Export-Import Bank
Guinea,2024,bilateral,72243000.0,Angola
Guinea,2024,multilateral,118912288.0,Arab Bank for Economic Dev. in Africa (BADEA)
Guinea,2024,bilateral,1457576.7,Belgium
Guinea,2024,bilateral,8003000.0,Bulgaria
Guinea,2024,bilateral,1141314285.7,China
Guinea,2024,commercial banks,508326497.7,China
Guinea,2024,bilateral,0.0,"Congo, Rep."
Guinea,2024,multilateral,14564759.3,Economic Community of West African States (ECOWAS)
Guinea,2024,multilateral,860000.0,European Economic Community (EEC)
Guinea,2024,multilateral,132970888.8,European Investment Bank
Guinea,2024,bilateral,114203160.3,France
Guinea,2024,bilateral,400000.0,India
Guinea,2024,multilateral,30349821.1,International Fund for Agricultural Dev.
Guinea,2024,bilateral,3000000.0,Iraq
Guinea,2024,multilateral,518738669.6,Islamic Dev. Bank
Guinea,2024,bilateral,3665239.2,Italy
Guinea,2024,other private,79442605.2,Italy
Guinea,2024,bilateral,999876.4,"Korea, Republic of"
Guinea,2024,bilateral,78126319.3,Kuwait
Guinea,2024,bilateral,20000000.0,Libya
Guinea,2024,bilateral,7000000.0,Morocco
Guinea,2024,commercial banks,0.0,Netherlands
Guinea,2024,multilateral,27615000.0,OPEC Fund for International Dev.
Guinea,2024,bilateral,42500000.0,Qatar
Guinea,2024,bilateral,1252000.0,Romania
Guinea,2024,bilateral,84189866.6,Saudi Arabia
Guinea,2024,other private,16165000.0,Serbia
Guinea,2024,bilateral,1293000.0,Thailand
Guinea,2024,other private,4804912.5,United Kingdom
Guinea,2024,multilateral,700201000.0,World Bank-IDA
Guinea-Bissau,2024,multilateral,39929993.8,African Dev. Bank
Guinea-Bissau,2024,bilateral,49146000.0,Angola
Guinea-Bissau,2024,multilateral,9146000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Guinea-Bissau,2024,bonds,495233000.0,Bondholders
Guinea-Bissau,2024,bilateral,1900000.0,Brazil
Guinea-Bissau,2024,multilateral,170167983.0,Central Bank of West African States (BCEAO)
Guinea-Bissau,2024,multilateral,2399607.7,Economic Community of West African States (ECOWAS)
Guinea-Bissau,2024,bilateral,20707000.0,India
Guinea-Bissau,2024,multilateral,11043267.3,International Fund for Agricultural Dev.
Guinea-Bissau,2024,multilateral,23863213.6,Islamic Dev. Bank
Guinea-Bissau,2024,bilateral,27579152.5,Kuwait
Guinea-Bissau,2024,bilateral,3770000.0,Libya
Guinea-Bissau,2024,multilateral,9315000.0,OPEC Fund for International Dev.
Guinea-Bissau,2024,bilateral,2211000.0,Pakistan
Guinea-Bissau,2024,bilateral,0.0,Russian Federation
Guinea-Bissau,2024,bilateral,13083200.0,Saudi Arabia
Guinea-Bissau,2024,bilateral,5282000.0,Spain
Guinea-Bissau,2024,multilateral,210101371.5,West African Development Bank - BOAD
Guinea-Bissau,2024,multilateral,215294000.0,World Bank-IDA
Kenya,2024,multilateral,3892767530.0,African Dev. Bank
Kenya,2024,multilateral,279022567.5,African Export-Import Bank
Kenya,2024,multilateral,8716000.0,Arab African International Bank
Kenya,2024,multilateral,44292000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Kenya,2024,bilateral,2291813.4,Austria
Kenya,2024,commercial banks,14673423.6,Austria
Kenya,2024,bilateral,84117655.2,Belgium
Kenya,2024,commercial banks,87779777.7,Belgium
Kenya,2024,bonds,6600000000.0,Bondholders
Kenya,2024,bilateral,5367181239.9,China
Kenya,2024,bilateral,1408251.6,Denmark
Kenya,2024,multilateral,1432372816.7,Eastern & Southern African Trade & Dev. Bank (TDB)
Kenya,2024,multilateral,5978869.5,European Economic Community (EEC)
Kenya,2024,multilateral,188757741.0,European Investment Bank
Kenya,2024,bilateral,1234213.2,Finland
Kenya,2024,bilateral,742253602.9,France
Kenya,2024,commercial banks,12847037.4,France
Kenya,2024,bilateral,330883872.7,"Germany, Fed. Rep. of"
Kenya,2024,commercial banks,32273428.5,"Germany, Fed. Rep. of"
Kenya,2024,bilateral,2548000.0,Hungary
Kenya,2024,bilateral,49644000.0,India
Kenya,2024,multilateral,279485695.0,International Fund for Agricultural Dev.
Kenya,2024,commercial banks,8801000.0,Israel
Kenya,2024,bilateral,118688091.6,Italy
Kenya,2024,commercial banks,419915015.7,Italy
Kenya,2024,bilateral,1166466645.4,Japan
Kenya,2024,bilateral,64918957.2,"Korea, Republic of"
Kenya,2024,bilateral,10641337.9,Kuwait
Kenya,2024,commercial banks,16823946.6,Netherlands
Kenya,2024,multilateral,13271947.5,Nordic Development Fund
Kenya,2024,multilateral,8311200.0,Nordic Investment Bank
Kenya,2024,multilateral,21555000.0,OPEC Fund for International Dev.
Kenya,2024,bilateral,25136266.7,Saudi Arabia
Kenya,2024,commercial banks,194925700.0,South Africa
Kenya,2024,bilateral,86247281.2,Spain
Kenya,2024,commercial banks,11611785.3,Spain
Kenya,2024,commercial banks,69526134.6,Switzerland
Kenya,2024,bilateral,7165146.3,United Arab Emirates
Kenya,2024,commercial banks,52714117.6,United Kingdom
Kenya,2024,bilateral,5170000.0,United States
Kenya,2024,multilateral,1947156000.0,World Bank-IBRD
Kenya,2024,multilateral,11872969000.0,World Bank-IDA
Lesotho,2024,multilateral,147217237.7,African Dev. Bank
Lesotho,2024,multilateral,31967000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Lesotho,2024,bilateral,181579762.1,China
Lesotho,2024,multilateral,62749944.2,European Investment Bank
Lesotho,2024,commercial banks,2414403.6,France
Lesotho,2024,bilateral,1132000.0,India
Lesotho,2024,multilateral,31528828.3,International Fund for Agricultural Dev.
Lesotho,2024,bilateral,18951128.5,Kuwait
Lesotho,2024,multilateral,15517000.0,OPEC Fund for International Dev.
Lesotho,2024,bilateral,13805600.0,Saudi Arabia
Lesotho,2024,bilateral,0.0,South Africa
Lesotho,2024,bilateral,4544588.2,United Arab Emirates
Lesotho,2024,multilateral,504651000.0,World Bank-IDA
Liberia,2024,multilateral,213492055.1,African Dev. Bank
Liberia,2024,multilateral,6400000.0,African Export-Import Bank
Liberia,2024,multilateral,31195000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Liberia,2024,bilateral,49604203.2,China
Liberia,2024,multilateral,1207000.0,Economic Community of West African States (ECOWAS)
Liberia,2024,multilateral,35712187.5,European Investment Bank
Liberia,2024,bilateral,1080000.0,India
Liberia,2024,multilateral,40029293.9,International Fund for Agricultural Dev.
Liberia,2024,commercial banks,27093473.1,Israel
Liberia,2024,bilateral,21386491.5,Kuwait
Liberia,2024,multilateral,11564000.0,OPEC Fund for International Dev.
Liberia,2024,bilateral,40169333.3,Saudi Arabia
Liberia,2024,bilateral,0.0,United Arab Emirates
Liberia,2024,multilateral,929174000.0,World Bank-IDA
Madagascar,2024,multilateral,497669511.4,African Dev. Bank
Madagascar,2024,bilateral,73720000.0,Algeria
Madagascar,2024,bilateral,3000000.0,Angola
Madagascar,2024,multilateral,52386000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Madagascar,2024,commercial banks,750000.0,Bahamas
Madagascar,2024,bilateral,6157560.3,Belgium
Madagascar,2024,bilateral,317480528.4,China
Madagascar,2024,multilateral,17966000.0,Eastern & Southern African Trade & Dev. Bank (TDB)
Madagascar,2024,multilateral,273638987.7,European Investment Bank
Madagascar,2024,bilateral,175705001.4,France
Madagascar,2024,commercial banks,82963437.3,France
Madagascar,2024,other private,632690.1,France
Madagascar,2024,commercial banks,3260000.0,"Germany, Fed. Rep. of"
Madagascar,2024,bilateral,7258000.0,India
Madagascar,2024,multilateral,208044968.9,International Fund for Agricultural Dev.
Madagascar,2024,commercial banks,39540000.0,Ireland
Madagascar,2024,bilateral,187309288.2,Japan
Madagascar,2024,bilateral,35572000.0,"Korea, Republic of"
Madagascar,2024,bilateral,15648644.3,Kuwait
Madagascar,2024,other private,4023380.4,Kuwait
Madagascar,2024,commercial banks,6596592.2,Netherlands
Madagascar,2024,multilateral,60573000.0,OPEC Fund for International Dev.
Madagascar,2024,bilateral,8891000.0,Russian Federation
Madagascar,2024,bilateral,29441866.7,Saudi Arabia
Madagascar,2024,bilateral,1093961.7,Spain
Madagascar,2024,bilateral,6503744.0,United Arab Emirates
Madagascar,2024,multilateral,2649927000.0,World Bank-IDA
Malawi,2024,multilateral,460671211.8,African Dev. Bank
Malawi,2024,multilateral,70847000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Malawi,2024,bilateral,985916.1,Belgium
Malawi,2024,bilateral,203427499.0,China
Malawi,2024,multilateral,156431328.6,European Investment Bank
Malawi,2024,bilateral,91627000.0,India
Malawi,2024,multilateral,142794310.2,International Fund for Agricultural Dev.
Malawi,2024,bilateral,47036856.6,Kuwait
Malawi,2024,multilateral,13374798.6,Nordic Development Fund
Malawi,2024,multilateral,85856000.0,OPEC Fund for International Dev.
Malawi,2024,bilateral,27717866.6,Saudi Arabia
Malawi,2024,bilateral,1469026.5,United Arab Emirates
Malawi,2024,multilateral,1701516000.0,World Bank-IDA
Mali,2024,multilateral,691456092.1,African Dev. Bank
Mali,2024,multilateral,55420031.7,Arab Bank for Economic Dev. in Africa (BADEA)
Mali,2024,multilateral,693000.0,Arab Fund for Economic & Social Development
Mali,2024,bilateral,3116700.0,Austria
Mali,2024,bilateral,9815020.3,Belgium
Mali,2024,bilateral,499995446.8,China
Mali,2024,multilateral,45256296.0,Economic Community of West African States (ECOWAS)
Mali,2024,multilateral,75049609.6,European Investment Bank
Mali,2024,bilateral,239607225.4,France
Mali,2024,bilateral,115657094.8,India
Mali,2024,multilateral,116986303.9,International Fund for Agricultural Dev.
Mali,2024,multilateral,569791894.8,Islamic Dev. Bank
Mali,2024,bilateral,5814723.3,Italy
Mali,2024,bilateral,83615578.7,"Korea, Republic of"
Mali,2024,bilateral,54382204.8,Kuwait
Mali,2024,bilateral,18406000.0,Libya
Mali,2024,multilateral,33023977.8,OPEC Fund for International Dev.
Mali,2024,bilateral,12617500.0,Qatar
Mali,2024,bilateral,124406994.0,Saudi Arabia
Mali,2024,bilateral,333138118.6,United Arab Emirates
Mali,2024,multilateral,340107525.9,West African Development Bank - BOAD
Mali,2024,multilateral,2189934000.0,World Bank-IDA
Mauritania,2024,multilateral,106953385.1,African Dev. Bank
Mauritania,2024,multilateral,1215015684.2,Arab Fund for Economic & Social Development
Mauritania,2024,bilateral,36447000.0,Brazil
Mauritania,2024,bilateral,262993802.2,China
Mauritania,2024,multilateral,17401513.8,European Investment Bank
Mauritania,2024,bilateral,62351661.3,France
Mauritania,2024,bilateral,1805608.2,"Germany, Fed. Rep. of"
Mauritania,2024,bilateral,87328000.0,India
Mauritania,2024,multilateral,53178822.5,International Fund for Agricultural Dev.
Mauritania,2024,bilateral,38973000.0,Iraq
Mauritania,2024,multilateral,315481828.3,Islamic Dev. Bank
Mauritania,2024,bilateral,238771539.9,Kuwait
Mauritania,2024,bilateral,3345000.0,Libya
Mauritania,2024,multilateral,28041000.0,OPEC Fund for International Dev.
Mauritania,2024,multilateral,7219000.0,Org. of Arab Petroleum Exporting Countries (OAPEC)
Mauritania,2024,bilateral,656429600.0,Saudi Arabia
Mauritania,2024,bilateral,6005866.3,Spain
Mauritania,2024,bilateral,18982028.7,United Arab Emirates
Mauritania,2024,multilateral,450760000.0,World Bank-IDA
Mauritius,2024,multilateral,930567872.2,African Dev. Bank
Mauritius,2024,multilateral,9244000.0,Arab African International Bank
Mauritius,2024,multilateral,0.0,Arab Bank for Economic Dev. in Africa (BADEA)
Mauritius,2024,bonds,9376545.8,Bondholders
Mauritius,2024,commercial banks,49996000.0,Canada
Mauritius,2024,bilateral,125728374.9,China
Mauritius,2024,multilateral,3183189.6,European Development Fund (EDF)
Mauritius,2024,multilateral,0.0,European Investment Bank
Mauritius,2024,bilateral,502067125.2,France
Mauritius,2024,commercial banks,133651000.0,France
Mauritius,2024,bilateral,20778.0,"Germany, Fed. Rep. of"
Mauritius,2024,bilateral,409823000.0,India
Mauritius,2024,multilateral,112155.6,International Fund for Agricultural Dev.
Mauritius,2024,bilateral,192633258.9,Japan
Mauritius,2024,bilateral,11550576.4,Kuwait
Mauritius,2024,multilateral,843586.8,Nordic Development Fund
Mauritius,2024,bilateral,53800000.0,Saudi Arabia
Mauritius,2024,bilateral,947038.8,United Arab Emirates
Mauritius,2024,commercial banks,872811000.0,United States
Mauritius,2024,multilateral,92941000.0,World Bank-IBRD
Mauritius,2024,multilateral,0.0,World Bank-IDA
Morocco,2024,multilateral,4733909587.0,African Dev. Bank
Morocco,2024,multilateral,1310443254.0,Arab Fund for Economic & Social Development
Morocco,2024,multilateral,631453510.1,Arab Monetary Fund
Morocco,2024,commercial banks,0.0,Austria
Morocco,2024,bonds,13577725165.2,Bondholders
Morocco,2024,bilateral,26773451.7,Canada
Morocco,2024,bilateral,287039569.5,China
Morocco,2024,multilateral,715905990.0,European Bank for Reconstruction and Dev. (EBRD)
Morocco,2024,multilateral,200507.7,European Development Fund (EDF)
Morocco,2024,multilateral,2907727524.0,European Investment Bank
Morocco,2024,bilateral,4312473.9,Finland
Morocco,2024,bilateral,2362804647.4,France
Morocco,2024,commercial banks,1492527373.8,France
Morocco,2024,other private,8423401.2,France
Morocco,2024,bilateral,2663345233.5,"Germany, Fed. Rep. of"
Morocco,2024,commercial banks,3492781.8,"Germany, Fed. Rep. of"
Morocco,2024,multilateral,34029840.5,International Fund for Agricultural Dev.
Morocco,2024,other private,32361471.6,Ireland
Morocco,2024,multilateral,688203121.1,Islamic Dev. Bank
Morocco,2024,bilateral,143333916.3,Italy
Morocco,2024,bilateral,840504308.6,Japan
Morocco,2024,bilateral,222782919.3,Kuwait
Morocco,2024,commercial banks,675352802.4,Multiple Lenders
Morocco,2024,bilateral,0.0,Netherlands
Morocco,2024,multilateral,303638800.0,OPEC Fund for International Dev.
Morocco,2024,bilateral,146329065.0,Portugal
Morocco,2024,commercial banks,15973087.5,Portugal
Morocco,2024,bilateral,219586666.6,Saudi Arabia
Morocco,2024,bilateral,259196488.8,Spain
Morocco,2024,commercial banks,103457817.6,Spain
Morocco,2024,bilateral,67339142.3,United Arab Emirates
Morocco,2024,commercial banks,1038900000.0,United Kingdom
Morocco,2024,bilateral,4745000.0,United States
Morocco,2024,commercial banks,0.0,United States
Morocco,2024,other private,3053000.0,United States
Morocco,2024,multilateral,10202335000.0,World Bank-IBRD
Morocco,2024,multilateral,98000.0,World Bank-IDA
Mozambique,2024,multilateral,936223904.3,African Dev. Bank
Mozambique,2024,bilateral,61454000.0,Angola
Mozambique,2024,multilateral,105763000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Mozambique,2024,commercial banks,36715764.9,Austria
Mozambique,2024,bilateral,5455280.5,Belgium
Mozambique,2024,bonds,900000000.0,Bondholders
Mozambique,2024,bilateral,157000000.0,Brazil
Mozambique,2024,bilateral,57800000.0,Bulgaria
Mozambique,2024,bilateral,1429835347.2,China
Mozambique,2024,commercial banks,21082397.7,Denmark
Mozambique,2024,multilateral,70338724.5,European Investment Bank
Mozambique,2024,bilateral,132252682.4,France
Mozambique,2024,bilateral,254333100.0,India
Mozambique,2024,multilateral,137103436.6,International Fund for Agricultural Dev.
Mozambique,2024,bilateral,207965166.7,Iraq
Mozambique,2024,multilateral,224980285.7,Islamic Dev. Bank
Mozambique,2024,bilateral,14182170.5,Italy
Mozambique,2024,bilateral,412294925.0,Japan
Mozambique,2024,bilateral,235980520.6,"Korea, Republic of"
Mozambique,2024,bilateral,27770742.0,Kuwait
Mozambique,2024,bilateral,105335000.0,Libya
Mozambique,2024,bilateral,67470000.0,Multiple Lenders
Mozambique,2024,multilateral,41764234.8,Nordic Development Fund
Mozambique,2024,multilateral,35485000.0,OPEC Fund for International Dev.
Mozambique,2024,bilateral,6917000.0,Poland
Mozambique,2024,bilateral,381032987.9,Portugal
Mozambique,2024,commercial banks,67095625.0,Portugal
Mozambique,2024,bilateral,5386000.0,Romania
Mozambique,2024,bilateral,51975000.0,Russian Federation
Mozambique,2024,bilateral,31993600.0,Saudi Arabia
Mozambique,2024,bilateral,4651594.1,Spain
Mozambique,2024,commercial banks,0.0,United Kingdom
Mozambique,2024,multilateral,2922510000.0,World Bank-IDA
Niger,2024,multilateral,432661008.6,African Dev. Bank
Niger,2024,multilateral,75203076.5,Arab Bank for Economic Dev. in Africa (BADEA)
Niger,2024,bilateral,27485138.4,Belgium
Niger,2024,bilateral,164433204.2,China
Niger,2024,bilateral,39594821.0,"Congo, Rep."
Niger,2024,multilateral,20737733.5,Economic Community of West African States (ECOWAS)
Niger,2024,multilateral,30809618.4,European Investment Bank
Niger,2024,bilateral,186092962.5,France
Niger,2024,commercial banks,148502443.8,"Germany, Fed. Rep. of"
Niger,2024,bilateral,63727000.0,India
Niger,2024,multilateral,94557454.2,International Fund for Agricultural Dev.
Niger,2024,bilateral,2000000.0,Iraq
Niger,2024,multilateral,219449984.9,Islamic Dev. Bank
Niger,2024,bilateral,0.0,Italy
Niger,2024,bilateral,43094658.2,Kuwait
Niger,2024,bilateral,16900000.0,Libya
Niger,2024,bilateral,8625000.0,Multiple Lenders
Niger,2024,multilateral,51890000.0,OPEC Fund for International Dev.
Niger,2024,bilateral,57109066.7,Saudi Arabia
Niger,2024,bilateral,0.0,Spain
Niger,2024,bilateral,2883866.6,United Arab Emirates
Niger,2024,multilateral,409823599.0,West African Development Bank - BOAD
Niger,2024,multilateral,2432038000.0,World Bank-IDA
Nigeria,2024,multilateral,3124199261.7,African Dev. Bank
Nigeria,2024,multilateral,2250000000.0,African Export-Import Bank
Nigeria,2024,multilateral,4781000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Nigeria,2024,bonds,18045582000.0,Bondholders
Nigeria,2024,bilateral,5319396325.1,China
Nigeria,2024,multilateral,27411376.5,European Development Fund (EDF)
Nigeria,2024,bilateral,593815628.7,France
Nigeria,2024,bilateral,105782835.0,"Germany, Fed. Rep. of"
Nigeria,2024,commercial banks,54871581.3,"Germany, Fed. Rep. of"
Nigeria,2024,bilateral,19420000.0,India
Nigeria,2024,multilateral,279739217.7,International Fund for Agricultural Dev.
Nigeria,2024,multilateral,270997837.4,Islamic Dev. Bank
Nigeria,2024,commercial banks,0.0,Italy
Nigeria,2024,bilateral,59150973.5,Japan
Nigeria,2024,commercial banks,2193295158.0,Multiple Lenders
Nigeria,2024,commercial banks,0.0,United Kingdom
Nigeria,2024,multilateral,1243027000.0,World Bank-IBRD
Nigeria,2024,multilateral,16600059000.0,World Bank-IDA
Rwanda,2024,multilateral,1182634925.7,African Dev. Bank
Rwanda,2024,multilateral,155835000.0,African Export-Import Bank
Rwanda,2024,multilateral,97545000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Rwanda,2024,multilateral,101110942.5,Asian Infrastructure Investment Bank
Rwanda,2024,bilateral,3463692.6,Austria
Rwanda,2024,bonds,631557000.0,Bondholders
Rwanda,2024,bilateral,361436047.9,China
Rwanda,2024,multilateral,584900.7,European Economic Community (EEC)
Rwanda,2024,multilateral,20047653.3,European Investment Bank
Rwanda,2024,bilateral,211285248.6,France
Rwanda,2024,bilateral,11040000.0,Hungary
Rwanda,2024,bilateral,64481000.0,India
Rwanda,2024,multilateral,190732960.4,International Fund for Agricultural Dev.
Rwanda,2024,bilateral,51945000.0,Italy
Rwanda,2024,bilateral,196476220.9,Japan
Rwanda,2024,bilateral,31113595.3,"Korea, Republic of"
Rwanda,2024,bilateral,65604805.9,Kuwait
Rwanda,2024,bilateral,82385.7,Libya
Rwanda,2024,commercial banks,849815000.0,Multiple Lenders
Rwanda,2024,multilateral,11241936.9,Nordic Development Fund
Rwanda,2024,multilateral,87230000.0,OPEC Fund for International Dev.
Rwanda,2024,bilateral,0.0,Poland
Rwanda,2024,bilateral,76283999.9,Saudi Arabia
Rwanda,2024,bilateral,3344000.0,Spain
Rwanda,2024,bilateral,12144043.5,United Arab Emirates
Rwanda,2024,commercial banks,207780000.0,United Kingdom
Rwanda,2024,multilateral,3720784000.0,World Bank-IDA
Sao Tome and Principe,2024,multilateral,18533057.3,African Dev. Bank
Sao Tome and Principe,2024,multilateral,12000000.0,African Export-Import Bank
Sao Tome and Principe,2024,bilateral,67990000.0,Angola
Sao Tome and Principe,2024,commercial banks,0.0,Arab Bank for Economic Dev. in Africa (BADEA)
Sao Tome and Principe,2024,multilateral,14608000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Sao Tome and Principe,2024,bilateral,833197.8,Belgium
Sao Tome and Principe,2024,bilateral,4564000.0,Brazil
Sao Tome and Principe,2024,bilateral,1583792.8,Equatorial Guinea
Sao Tome and Principe,2024,multilateral,12466800.0,European Investment Bank
Sao Tome and Principe,2024,commercial banks,10000000.0,Hong Kong
Sao Tome and Principe,2024,multilateral,4167626.8,International Fund for Agricultural Dev.
Sao Tome and Principe,2024,bilateral,29413587.1,Italy
Sao Tome and Principe,2024,bilateral,0.0,Kuwait
Sao Tome and Principe,2024,multilateral,3073000.0,OPEC Fund for International Dev.
Sao Tome and Principe,2024,bilateral,66339998.4,Portugal
Sao Tome and Principe,2024,multilateral,8967000.0,World Bank-IDA
Senegal,2024,commercial banks,51945000.0,Africa Finance Corporation
Senegal,2024,multilateral,1811504293.1,African Dev. Bank
Senegal,2024,multilateral,402573750.0,African Export-Import Bank
Senegal,2024,multilateral,205899000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Senegal,2024,bilateral,1572894.6,Austria
Senegal,2024,commercial banks,21585225.3,Austria
Senegal,2024,bilateral,8018230.2,Belgium
Senegal,2024,bonds,4953688959.3,Bondholders
Senegal,2024,bilateral,2681000.0,Brazil
Senegal,2024,bilateral,2197914178.4,China
Senegal,2024,commercial banks,21887545.2,China
Senegal,2024,commercial banks,622562134.9,"Cote D`Ivoire, Republic Of"
Senegal,2024,bilateral,166086865.2,Czechia
Senegal,2024,multilateral,190311483.1,Economic Community of West African States (ECOWAS)
Senegal,2024,multilateral,351874391.1,European Investment Bank
Senegal,2024,bilateral,1411243837.8,France
Senegal,2024,commercial banks,1511570410.8,France
Senegal,2024,other private,592091965.8,France
Senegal,2024,bilateral,75571663.8,"Germany, Fed. Rep. of"
Senegal,2024,other private,189823652.4,"Germany, Fed. Rep. of"
Senegal,2024,bilateral,218229000.0,India
Senegal,2024,multilateral,177067397.6,International Fund for Agricultural Dev.
Senegal,2024,multilateral,1307715687.1,Islamic Dev. Bank
Senegal,2024,commercial banks,319192545.0,Israel
Senegal,2024,bilateral,129040730.1,Italy
Senegal,2024,bilateral,249632939.8,Japan
Senegal,2024,commercial banks,377120700.0,Japan
Senegal,2024,bilateral,149623996.6,"Korea, Republic of"
Senegal,2024,bilateral,174637877.9,Kuwait
Senegal,2024,commercial banks,124668000.0,Multiple Lenders
Senegal,2024,multilateral,37356901.9,Nordic Development Fund
Senegal,2024,multilateral,83393608.0,OPEC Fund for International Dev.
Senegal,2024,bilateral,119441786.9,Saudi Arabia
Senegal,2024,commercial banks,103890000.0,South Africa
Senegal,2024,bilateral,17100480.0,Spain
Senegal,2024,commercial banks,178423802.7,Spain
Senegal,2024,other private,13388304.3,Spain
Senegal,2024,bilateral,107476010.4,Turkiye
Senegal,2024,bilateral,4435670.6,United Arab Emirates
Senegal,2024,commercial banks,0.0,United Arab Emirates
Senegal,2024,commercial banks,906803865.0,United Kingdom
Senegal,2024,other private,0.0,United Kingdom
Senegal,2024,commercial banks,567239400.0,United States
Senegal,2024,multilateral,515788100.0,West African Development Bank - BOAD
Senegal,2024,multilateral,4421809000.0,World Bank-IDA
Sierra Leone,2024,multilateral,161050193.5,African Dev. Bank
Sierra Leone,2024,multilateral,50941000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Sierra Leone,2024,bilateral,57871536.7,China
Sierra Leone,2024,multilateral,22964000.0,Economic Community of West African States (ECOWAS)
Sierra Leone,2024,multilateral,1606139.4,European Development Fund (EDF)
