debtor_name,year,category,value,creditor_name,value_annotation,name_annotation
Central African Republic,2024,bilateral,10408000.0,Argentina,US$10.4 million,Argentina (bilateral)
Central African Republic,2024,bilateral,68245.6,Benin,"US$68,246",Benin (bilateral)
Central African Republic,2024,bilateral,479.9,Cameroon,US$480,Cameroon (bilateral)
Central African Republic,2024,bilateral,372.2,Chad,US$372,Chad (bilateral)
Central African Republic,2024,bilateral,19180184.1,China,US$19.2 million,China (bilateral)
Central African Republic,2024,bilateral,253.4,"Congo, Rep.",US$253,"Congo, Rep. (bilateral)"
Central African Republic,2024,bilateral,205.9,"Cote D`Ivoire, Republic Of",US$206,"Cote D`Ivoire, Republic Of (bilateral)"
Central African Republic,2024,multilateral,10818104.9,Dev. Bank of the Central African States (BDEAC),US$10.8 million,Dev. Bank of the Central African States (BDEAC)
Central African Republic,2024,bilateral,4751378.5,Equatorial Guinea,US$4.8 million,Equatorial Guinea (bilateral)
Central African Republic,2024,bilateral,3167606.1,France,US$3.2 million,France (bilateral)
Central African Republic,2024,other private,345953.7,France,"US$345,954",France (other private)
Central African Republic,2024,bilateral,42829000.0,India,US$42.8 million,India (bilateral)
Central African Republic,2024,multilateral,13689501.2,International Fund for Agricultural Dev.,US$13.7 million,International Fund for Agricultural Dev.
Central African Republic,2024,bilateral,2652000.0,Iraq,US$2.7 million,Iraq (bilateral)
Central African Republic,2024,bilateral,20568274.1,Kuwait,US$20.6 million,Kuwait (bilateral)
Central African Republic,2024,bilateral,11105841.0,Libya,US$11.1 million,Libya (bilateral)
Central African Republic,2024,bilateral,53.8,Mali,US$54,Mali (bilateral)
Central African Republic,2024,bilateral,60000000.0,Multiple Lenders,US$60 million,Multiple Lenders (bilateral)
Central African Republic,2024,multilateral,9300000.0,OPEC Fund for International Dev.,US$9.3 million,OPEC Fund for International Dev.
Central African Republic,2024,other private,252000.0,Russian Federation,"US$252,000",Russian Federation (other private)
Central African Republic,2024,bilateral,72002400.0,Saudi Arabia,US$72.0 million,Saudi Arabia (bilateral)
Central African Republic,2024,bilateral,240.7,Senegal,US$241,Senegal (bilateral)
Central African Republic,2024,other private,981000.0,Serbia,"US$981,000",Serbia (other private)
Central African Republic,2024,multilateral,116762000.0,World Bank-IDA,US$116.8 million,World Bank-IDA
Chad,2024,multilateral,108394453.8,African Dev. Bank,US$108.4 million,African Dev. Bank
Chad,2024,bilateral,74603000.0,Angola,US$74.6 million,Angola (bilateral)
Chad,2024,multilateral,85094000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$85.1 million,Arab Bank for Economic Dev. in Africa (BADEA)
Chad,2024,multilateral,299000.0,Arab Fund for Economic & Social Development,"US$299,000",Arab Fund for Economic & Social Development
Chad,2024,bilateral,14237085.6,Belgium,US$14.2 million,Belgium (bilateral)
Chad,2024,bilateral,22625610.0,Cameroon,US$22.6 million,Cameroon (bilateral)
Chad,2024,bilateral,208267677.9,China,US$208.3 million,China (bilateral)
Chad,2024,bilateral,49572715.9,"Congo, Rep.",US$49.6 million,"Congo, Rep. (bilateral)"
Chad,2024,multilateral,267219363.5,Dev. Bank of the Central African States (BDEAC),US$267.2 million,Dev. Bank of the Central African States (BDEAC)
Chad,2024,bilateral,23756892.6,Equatorial Guinea,US$23.8 million,Equatorial Guinea (bilateral)
Chad,2024,multilateral,15583500.0,European Investment Bank,US$15.6 million,European Investment Bank
Chad,2024,bilateral,96117989.1,France,US$96.1 million,France (bilateral)
Chad,2024,bilateral,34427000.0,India,US$34.4 million,India (bilateral)
Chad,2024,multilateral,15058745.4,International Fund for Agricultural Dev.,US$15.1 million,International Fund for Agricultural Dev.
Chad,2024,multilateral,105209708.1,Islamic Dev. Bank,US$105.2 million,Islamic Dev. Bank
Chad,2024,bilateral,11631758.4,Kuwait,US$11.6 million,Kuwait (bilateral)
Chad,2024,bilateral,245780000.0,Libya,US$245.8 million,Libya (bilateral)
Chad,2024,bilateral,8000000.0,Multiple Lenders,US$8 million,Multiple Lenders (bilateral)
Chad,2024,multilateral,23808000.0,OPEC Fund for International Dev.,US$23.8 million,OPEC Fund for International Dev.
Chad,2024,bilateral,50981866.7,Saudi Arabia,US$51.0 million,Saudi Arabia (bilateral)
Chad,2024,other private,2500000.0,Saudi Arabia,US$2.5 million,Saudi Arabia (other private)
Chad,2024,bilateral,650000000.0,United Arab Emirates,US$650 million,United Arab Emirates (bilateral)
Chad,2024,other private,190837000.0,United Kingdom,US$190.8 million,United Kingdom (other private)
Chad,2024,multilateral,139732000.0,World Bank-IDA,US$139.7 million,World Bank-IDA
Comoros,2024,multilateral,13986843.8,African Dev. Bank,US$14.0 million,African Dev. Bank
Comoros,2024,multilateral,28347000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$28.3 million,Arab Bank for Economic Dev. in Africa (BADEA)
Comoros,2024,other private,0.0,Bahrain,US$0,Bahrain (other private)
Comoros,2024,bilateral,89859025.7,China,US$89.9 million,China (bilateral)
Comoros,2024,multilateral,14303575.2,Eastern & Southern African Trade & Dev. Bank (TDB),US$14.3 million,Eastern & Southern African Trade & Dev. Bank (TDB)
Comoros,2024,bilateral,2160912.0,France,US$2.2 million,France (bilateral)
Comoros,2024,bilateral,28883000.0,India,US$28.9 million,India (bilateral)
Comoros,2024,multilateral,7658766.9,International Fund for Agricultural Dev.,US$7.7 million,International Fund for Agricultural Dev.
Comoros,2024,multilateral,13814696.5,Islamic Dev. Bank,US$13.8 million,Islamic Dev. Bank
Comoros,2024,bilateral,22666017.2,Kuwait,US$22.7 million,Kuwait (bilateral)
Comoros,2024,multilateral,6569000.0,OPEC Fund for International Dev.,US$6.6 million,OPEC Fund for International Dev.
Comoros,2024,bilateral,38897866.7,Saudi Arabia,US$38.9 million,Saudi Arabia (bilateral)
Comoros,2024,multilateral,56828000.0,World Bank-IDA,US$56.8 million,World Bank-IDA
"Congo, Dem. Rep.",2024,multilateral,326320566.6,African Dev. Bank,US$326.3 million,African Dev. Bank
"Congo, Dem. Rep.",2024,bilateral,20000000.0,Angola,US$20 million,Angola (bilateral)
"Congo, Dem. Rep.",2024,multilateral,26933000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$26.9 million,Arab Bank for Economic Dev. in Africa (BADEA)
"Congo, Dem. Rep.",2024,other private,19409000.0,Belgium,US$19.4 million,Belgium (other private)
"Congo, Dem. Rep.",2024,bilateral,3520536189.8,China,US$3.5 billion,China (bilateral)
"Congo, Dem. Rep.",2024,other private,20000000.0,"Cote D`Ivoire, Republic Of",US$20 million,"Cote D`Ivoire, Republic Of (other private)"
"Congo, Dem. Rep.",2024,multilateral,4949190.9,Dev. Bank of the Central African States (BDEAC),US$4.9 million,Dev. Bank of the Central African States (BDEAC)
"Congo, Dem. Rep.",2024,multilateral,34157993.1,European Investment Bank,US$34.2 million,European Investment Bank
"Congo, Dem. Rep.",2024,bilateral,8816105.4,France,US$8.8 million,France (bilateral)
"Congo, Dem. Rep.",2024,bilateral,2032000.0,Greece,US$2.0 million,Greece (bilateral)
"Congo, Dem. Rep.",2024,other private,446000.0,Greece,"US$446,000",Greece (other private)
"Congo, Dem. Rep.",2024,bilateral,122850000.0,India,US$122.8 million,India (bilateral)
"Congo, Dem. Rep.",2024,multilateral,5133000.0,International Fund for Agricultural Dev.,US$5.1 million,International Fund for Agricultural Dev.
"Congo, Dem. Rep.",2024,multilateral,205363000.0,Islamic Dev. Bank,US$205.4 million,Islamic Dev. Bank
"Congo, Dem. Rep.",2024,bilateral,51411146.3,"Korea, Republic of",US$51.4 million,"Korea, Republic of (bilateral)"
"Congo, Dem. Rep.",2024,bilateral,29866960.4,Kuwait,US$29.9 million,Kuwait (bilateral)
"Congo, Dem. Rep.",2024,bilateral,1146769.0,Namibia,US$1.1 million,Namibia (bilateral)
"Congo, Dem. Rep.",2024,commercial banks,30000000.0,Netherlands,US$30 million,Netherlands (commercial banks)
"Congo, Dem. Rep.",2024,multilateral,31443000.0,OPEC Fund for International Dev.,US$31.4 million,OPEC Fund for International Dev.
"Congo, Dem. Rep.",2024,other private,0.0,Panama,US$0,Panama (other private)
"Congo, Dem. Rep.",2024,bilateral,254000.0,Romania,"US$254,000",Romania (bilateral)
"Congo, Dem. Rep.",2024,bilateral,10271200.0,Saudi Arabia,US$10.3 million,Saudi Arabia (bilateral)
"Congo, Dem. Rep.",2024,other private,681000.0,Uganda,"US$681,000",Uganda (other private)
"Congo, Dem. Rep.",2024,other private,0.0,United Kingdom,US$0,United Kingdom (other private)
"Congo, Dem. Rep.",2024,commercial banks,0.0,United States,US$0,United States (commercial banks)
"Congo, Dem. Rep.",2024,multilateral,3452865000.0,World Bank-IDA,US$3.5 billion,World Bank-IDA
"Congo, Rep.",2024,multilateral,483809168.7,African Dev. Bank,US$483.8 million,African Dev. Bank
"Congo, Rep.",2024,multilateral,0.0,African Export-Import Bank,US$0,African Export-Import Bank
"Congo, Rep.",2024,bilateral,28636000.0,Angola,US$28.6 million,Angola (bilateral)
"Congo, Rep.",2024,multilateral,9607000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$9.6 million,Arab Bank for Economic Dev. in Africa (BADEA)
"Congo, Rep.",2024,bilateral,75005463.3,Belgium,US$75.0 million,Belgium (bilateral)
"Congo, Rep.",2024,bonds,158865000.0,Bondholders,US$158.9 million,Bondholders
"Congo, Rep.",2024,bilateral,75685000.0,Brazil,US$75.7 million,Brazil (bilateral)
"Congo, Rep.",2024,bilateral,1592656609.1,China,US$1.6 billion,China (bilateral)
"Congo, Rep.",2024,other private,1380691000.0,China,US$1.4 billion,China (other private)
"Congo, Rep.",2024,multilateral,72861146.3,Dev. Bank of the Central African States (BDEAC),US$72.9 million,Dev. Bank of the Central African States (BDEAC)
"Congo, Rep.",2024,multilateral,1694445.9,European Development Fund (EDF),US$1.7 million,European Development Fund (EDF)
"Congo, Rep.",2024,multilateral,0.0,European Economic Community (EEC),US$0,European Economic Community (EEC)
"Congo, Rep.",2024,multilateral,197391.0,European Investment Bank,"US$197,391",European Investment Bank
"Congo, Rep.",2024,bilateral,212273242.5,France,US$212.3 million,France (bilateral)
"Congo, Rep.",2024,commercial banks,4472597.7,France,US$4.5 million,France (commercial banks)
"Congo, Rep.",2024,other private,19000.0,France,"US$19,000",France (other private)
"Congo, Rep.",2024,bilateral,78021000.0,India,US$78.0 million,India (bilateral)
"Congo, Rep.",2024,multilateral,21844255.0,International Fund for Agricultural Dev.,US$21.8 million,International Fund for Agricultural Dev.
"Congo, Rep.",2024,bilateral,53937327.6,Kuwait,US$53.9 million,Kuwait (bilateral)
"Congo, Rep.",2024,bilateral,7000000.0,Libya,US$7 million,Libya (bilateral)
"Congo, Rep.",2024,other private,175000000.0,Netherlands,US$175 million,Netherlands (other private)
"Congo, Rep.",2024,multilateral,2535000.0,OPEC Fund for International Dev.,US$2.5 million,OPEC Fund for International Dev.
"Congo, Rep.",2024,bilateral,31939000.0,Russian Federation,US$31.9 million,Russian Federation (bilateral)
"Congo, Rep.",2024,bilateral,78802666.7,Saudi Arabia,US$78.8 million,Saudi Arabia (bilateral)
"Congo, Rep.",2024,other private,0.0,Switzerland,US$0,Switzerland (other private)
"Congo, Rep.",2024,bilateral,33401673.9,Turkiye,US$33.4 million,Turkiye (bilateral)
"Congo, Rep.",2024,other private,0.0,Turkiye,US$0,Turkiye (other private)
"Congo, Rep.",2024,bilateral,9534377.1,United Arab Emirates,US$9.5 million,United Arab Emirates (bilateral)
"Congo, Rep.",2024,other private,371926.2,United Arab Emirates,"US$371,926",United Arab Emirates (other private)
"Congo, Rep.",2024,multilateral,221576000.0,World Bank-IBRD,US$221.6 million,World Bank-IBRD
"Congo, Rep.",2024,multilateral,523900000.0,World Bank-IDA,US$523.9 million,World Bank-IDA
Cote d'Ivoire,2024,commercial banks,170930733.0,Africa Finance Corporation,US$170.9 million,Africa Finance Corporation (commercial banks)
Cote d'Ivoire,2024,multilateral,1383725964.7,African Dev. Bank,US$1.4 billion,African Dev. Bank
Cote d'Ivoire,2024,multilateral,0.0,African Export-Import Bank,US$0,African Export-Import Bank
Cote d'Ivoire,2024,multilateral,97679000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$97.7 million,Arab Bank for Economic Dev. in Africa (BADEA)
Cote d'Ivoire,2024,multilateral,99032103.6,Asian Infrastructure Investment Bank,US$99.0 million,Asian Infrastructure Investment Bank
Cote d'Ivoire,2024,bilateral,0.0,Austria,US$0,Austria (bilateral)
Cote d'Ivoire,2024,commercial banks,285172855.5,Belgium,US$285.2 million,Belgium (commercial banks)
Cote d'Ivoire,2024,other private,0.0,Belgium,US$0,Belgium (other private)
Cote d'Ivoire,2024,bonds,10612870429.4,Bondholders,US$10.6 billion,Bondholders
Cote d'Ivoire,2024,bilateral,3771748998.2,China,US$3.8 billion,China (bilateral)
Cote d'Ivoire,2024,commercial banks,338079876.9,China,US$338.1 million,China (commercial banks)
Cote d'Ivoire,2024,commercial banks,104701380.9,Czechia,US$104.7 million,Czechia (commercial banks)
Cote d'Ivoire,2024,multilateral,195360613.6,Economic Community of West African States (ECOWAS),US$195.4 million,Economic Community of West African States (ECOWAS)
Cote d'Ivoire,2024,multilateral,134462749.2,European Investment Bank,US$134.5 million,European Investment Bank
Cote d'Ivoire,2024,bilateral,1278558646.5,France,US$1.3 billion,France (bilateral)
Cote d'Ivoire,2024,commercial banks,2607991187.1,France,US$2.6 billion,France (commercial banks)
Cote d'Ivoire,2024,other private,0.0,France,US$0,France (other private)
Cote d'Ivoire,2024,bilateral,224500056.6,"Germany, Fed. Rep. of",US$224.5 million,"Germany, Fed. Rep. of (bilateral)"
Cote d'Ivoire,2024,commercial banks,455218968.6,"Germany, Fed. Rep. of",US$455.2 million,"Germany, Fed. Rep. of (commercial banks)"
Cote d'Ivoire,2024,bilateral,130239000.0,India,US$130.2 million,India (bilateral)
Cote d'Ivoire,2024,multilateral,39462764.5,International Fund for Agricultural Dev.,US$39.5 million,International Fund for Agricultural Dev.
Cote d'Ivoire,2024,multilateral,850006368.4,Islamic Dev. Bank,US$850.0 million,Islamic Dev. Bank
Cote d'Ivoire,2024,commercial banks,319056579.0,Israel,US$319.1 million,Israel (commercial banks)
Cote d'Ivoire,2024,bilateral,239451005.4,Japan,US$239.5 million,Japan (bilateral)
Cote d'Ivoire,2024,commercial banks,846992314.2,Japan,US$847.0 million,Japan (commercial banks)
Cote d'Ivoire,2024,bilateral,35171000.0,"Korea, Republic of",US$35.2 million,"Korea, Republic of (bilateral)"
Cote d'Ivoire,2024,bilateral,36691021.3,Kuwait,US$36.7 million,Kuwait (bilateral)
Cote d'Ivoire,2024,commercial banks,9948506.4,Mauritius,US$9.9 million,Mauritius (commercial banks)
Cote d'Ivoire,2024,commercial banks,0.0,Morocco,US$0,Morocco (commercial banks)
Cote d'Ivoire,2024,multilateral,158591000.0,OPEC Fund for International Dev.,US$158.6 million,OPEC Fund for International Dev.
Cote d'Ivoire,2024,commercial banks,15514932.6,Russian Federation,US$15.5 million,Russian Federation (commercial banks)
Cote d'Ivoire,2024,bilateral,24254737.2,Saudi Arabia,US$24.3 million,Saudi Arabia (bilateral)
Cote d'Ivoire,2024,bilateral,73810728.3,South Africa,US$73.8 million,South Africa (bilateral)
Cote d'Ivoire,2024,commercial banks,75840738.9,South Africa,US$75.8 million,South Africa (commercial banks)
Cote d'Ivoire,2024,bilateral,14370064.8,Spain,US$14.4 million,Spain (bilateral)
Cote d'Ivoire,2024,bilateral,0.0,United Arab Emirates,US$0,United Arab Emirates (bilateral)
Cote d'Ivoire,2024,commercial banks,25897699.2,United Arab Emirates,US$25.9 million,United Arab Emirates (commercial banks)
Cote d'Ivoire,2024,commercial banks,1189718151.9,United Kingdom,US$1.2 billion,United Kingdom (commercial banks)
Cote d'Ivoire,2024,bilateral,954000.0,United States,"US$954,000",United States (bilateral)
Cote d'Ivoire,2024,commercial banks,136355625.0,United States,US$136.4 million,United States (commercial banks)
Cote d'Ivoire,2024,multilateral,388747443.3,West African Development Bank - BOAD,US$388.7 million,West African Development Bank - BOAD
Cote d'Ivoire,2024,multilateral,161496000.0,World Bank-IBRD,US$161.5 million,World Bank-IBRD
Cote d'Ivoire,2024,multilateral,4716407000.0,World Bank-IDA,US$4.7 billion,World Bank-IDA
Djibouti,2024,multilateral,109311260.5,African Dev. Bank,US$109.3 million,African Dev. Bank
Djibouti,2024,multilateral,141663000.0,African Export-Import Bank,US$141.7 million,African Export-Import Bank
Djibouti,2024,multilateral,197068197.4,Arab Fund for Economic & Social Development,US$197.1 million,Arab Fund for Economic & Social Development
Djibouti,2024,bilateral,279464.1,Belgium,"US$279,464",Belgium (bilateral)
Djibouti,2024,bilateral,1412431582.2,China,US$1.4 billion,China (bilateral)
Djibouti,2024,multilateral,232713.6,European Investment Bank,"US$232,714",European Investment Bank
Djibouti,2024,bilateral,2040399.6,France,US$2.0 million,France (bilateral)
Djibouti,2024,bilateral,38571000.0,India,US$38.6 million,India (bilateral)
Djibouti,2024,multilateral,21015860.9,International Fund for Agricultural Dev.,US$21.0 million,International Fund for Agricultural Dev.
Djibouti,2024,bilateral,9204654.0,"Iran, Islamic Republic Of",US$9.2 million,"Iran, Islamic Republic Of (bilateral)"
Djibouti,2024,multilateral,129158054.1,Islamic Dev. Bank,US$129.2 million,Islamic Dev. Bank
Djibouti,2024,bilateral,47696937.9,Italy,US$47.7 million,Italy (bilateral)
Djibouti,2024,bilateral,163263516.8,Kuwait,US$163.3 million,Kuwait (bilateral)
Djibouti,2024,bilateral,78255142.5,Netherlands,US$78.3 million,Netherlands (bilateral)
Djibouti,2024,multilateral,23444000.0,OPEC Fund for International Dev.,US$23.4 million,OPEC Fund for International Dev.
Djibouti,2024,bilateral,102756533.3,Saudi Arabia,US$102.8 million,Saudi Arabia (bilateral)
Djibouti,2024,bilateral,3904000.0,Spain,US$3.9 million,Spain (bilateral)
Djibouti,2024,bilateral,6954000.0,Turkiye,US$7.0 million,Turkiye (bilateral)
Djibouti,2024,bilateral,11748672.6,United Arab Emirates,US$11.7 million,United Arab Emirates (bilateral)
Djibouti,2024,multilateral,295538000.0,World Bank-IDA,US$295.5 million,World Bank-IDA
"Egypt, Arab Rep.",2024,commercial banks,1000000000.0,Africa Finance Corporation,US$1 billion,Africa Finance Corporation (commercial banks)
"Egypt, Arab Rep.",2024,multilateral,2621534914.6,African Dev. Bank,US$2.6 billion,African Dev. Bank
"Egypt, Arab Rep.",2024,multilateral,3755625000.0,African Export-Import Bank,US$3.8 billion,African Export-Import Bank
"Egypt, Arab Rep.",2024,multilateral,2116795369.5,Arab Fund for Economic & Social Development,US$2.1 billion,Arab Fund for Economic & Social Development
"Egypt, Arab Rep.",2024,multilateral,930471987.7,Arab Monetary Fund,US$930.5 million,Arab Monetary Fund
"Egypt, Arab Rep.",2024,multilateral,536071000.0,Asian Infrastructure Investment Bank,US$536.1 million,Asian Infrastructure Investment Bank
"Egypt, Arab Rep.",2024,commercial banks,20670993.3,Austria,US$20.7 million,Austria (commercial banks)
"Egypt, Arab Rep.",2024,commercial banks,514350325.7,Bahrain,US$514.4 million,Bahrain (commercial banks)
"Egypt, Arab Rep.",2024,commercial banks,62877000.0,Belgium,US$62.9 million,Belgium (commercial banks)
"Egypt, Arab Rep.",2024,bonds,27307602259.0,Bondholders,US$27.3 billion,Bondholders
"Egypt, Arab Rep.",2024,bilateral,317179297.6,Canada,US$317.2 million,Canada (bilateral)
"Egypt, Arab Rep.",2024,bilateral,3582890244.3,China,US$3.6 billion,China (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,2323994000.0,China,US$2.3 billion,China (commercial banks)
"Egypt, Arab Rep.",2024,bilateral,11707149.8,Denmark,US$11.7 million,Denmark (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,316864.5,Denmark,"US$316,864",Denmark (commercial banks)
"Egypt, Arab Rep.",2024,multilateral,1364832835.9,European Bank for Reconstruction and Dev. (EBRD),US$1.4 billion,European Bank for Reconstruction and Dev. (EBRD)
"Egypt, Arab Rep.",2024,multilateral,4121052277.4,European Investment Bank,US$4.1 billion,European Investment Bank
"Egypt, Arab Rep.",2024,multilateral,1038900000.0,European Union,US$1.0 billion,European Union
"Egypt, Arab Rep.",2024,bilateral,1574585180.3,France,US$1.6 billion,France (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,1808633848.8,France,US$1.8 billion,France (commercial banks)
"Egypt, Arab Rep.",2024,bilateral,3494553124.5,"Germany, Fed. Rep. of",US$3.5 billion,"Germany, Fed. Rep. of (bilateral)"
"Egypt, Arab Rep.",2024,commercial banks,197373260.9,"Germany, Fed. Rep. of",US$197.4 million,"Germany, Fed. Rep. of (commercial banks)"
"Egypt, Arab Rep.",2024,commercial banks,300000000.0,Hong Kong,US$300 million,Hong Kong (commercial banks)
"Egypt, Arab Rep.",2024,bilateral,721462027.2,Hungary,US$721.5 million,Hungary (bilateral)
"Egypt, Arab Rep.",2024,multilateral,254750000.0,International Finance Corporation,US$254.8 million,International Finance Corporation
"Egypt, Arab Rep.",2024,multilateral,126669207.5,International Fund for Agricultural Dev.,US$126.7 million,International Fund for Agricultural Dev.
"Egypt, Arab Rep.",2024,multilateral,1203134562.3,Islamic Dev. Bank,US$1.2 billion,Islamic Dev. Bank
"Egypt, Arab Rep.",2024,bilateral,31166430.4,Italy,US$31.2 million,Italy (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,403231373.7,Italy,US$403.2 million,Italy (commercial banks)
"Egypt, Arab Rep.",2024,bilateral,2449322534.5,Japan,US$2.4 billion,Japan (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,0.0,Japan,US$0,Japan (commercial banks)
"Egypt, Arab Rep.",2024,bilateral,426565721.2,"Korea, Republic of",US$426.6 million,"Korea, Republic of (bilateral)"
"Egypt, Arab Rep.",2024,bilateral,5850930345.7,Kuwait,US$5.9 billion,Kuwait (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,63826000.0,Luxembourg,US$63.8 million,Luxembourg (commercial banks)
"Egypt, Arab Rep.",2024,commercial banks,7116245885.3,Multiple Lenders,US$7.1 billion,Multiple Lenders (commercial banks)
"Egypt, Arab Rep.",2024,multilateral,83992000.0,Multiple Lenders,US$84.0 million,Multiple Lenders
"Egypt, Arab Rep.",2024,bilateral,14584078.2,Netherlands,US$14.6 million,Netherlands (bilateral)
"Egypt, Arab Rep.",2024,multilateral,300957000.0,OPEC Fund for International Dev.,US$301.0 million,OPEC Fund for International Dev.
"Egypt, Arab Rep.",2024,bilateral,4082204296.7,Russian Federation,US$4.1 billion,Russian Federation (bilateral)
"Egypt, Arab Rep.",2024,bilateral,6488493599.8,Saudi Arabia,US$6.5 billion,Saudi Arabia (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,500000000.0,South Africa,US$500 million,South Africa (commercial banks)
"Egypt, Arab Rep.",2024,bilateral,284444556.6,Spain,US$284.4 million,Spain (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,134018.1,Spain,"US$134,018",Spain (commercial banks)
"Egypt, Arab Rep.",2024,bilateral,0.0,Switzerland,US$0,Switzerland (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,272729950.2,Switzerland,US$272.7 million,Switzerland (commercial banks)
"Egypt, Arab Rep.",2024,multilateral,3571000.0,UN-General Assembly (UNGA),US$3.6 million,UN-General Assembly (UNGA)
"Egypt, Arab Rep.",2024,bilateral,90711553.4,United Arab Emirates,US$90.7 million,United Arab Emirates (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,3599997000.0,United Arab Emirates,US$3.6 billion,United Arab Emirates (commercial banks)
"Egypt, Arab Rep.",2024,other private,19102000.0,United Arab Emirates,US$19.1 million,United Arab Emirates (other private)
"Egypt, Arab Rep.",2024,bilateral,50000000.0,United Kingdom,US$50 million,United Kingdom (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,522328000.0,United Kingdom,US$522.3 million,United Kingdom (commercial banks)
"Egypt, Arab Rep.",2024,bilateral,94749000.0,United States,US$94.7 million,United States (bilateral)
"Egypt, Arab Rep.",2024,commercial banks,208500000.0,United States,US$208.5 million,United States (commercial banks)
"Egypt, Arab Rep.",2024,other private,366000000.0,United States,US$366 million,United States (other private)
"Egypt, Arab Rep.",2024,multilateral,12194251000.0,World Bank-IBRD,US$12.2 billion,World Bank-IBRD
"Egypt, Arab Rep.",2024,multilateral,100810000.0,World Bank-IDA,US$100.8 million,World Bank-IDA
Equatorial Guinea,2024,multilateral,51145551.9,African Dev. Bank,US$51.1 million,African Dev. Bank
Equatorial Guinea,2024,multilateral,2000000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$2 million,Arab Bank for Economic Dev. in Africa (BADEA)
Equatorial Guinea,2024,bilateral,829399049.0,China,US$829.4 million,China (bilateral)
Equatorial Guinea,2024,multilateral,734227.8,International Fund for Agricultural Dev.,"US$734,228",International Fund for Agricultural Dev.
Equatorial Guinea,2024,bilateral,29000.0,Russian Federation,"US$29,000",Russian Federation (bilateral)
Equatorial Guinea,2024,bilateral,0.0,Spain,US$0,Spain (bilateral)
Equatorial Guinea,2024,multilateral,12491000.0,World Bank-IDA,US$12.5 million,World Bank-IDA
Eritrea,2024,multilateral,79570470.3,African Dev. Bank,US$79.6 million,African Dev. Bank
Eritrea,2024,multilateral,2694300.0,Arab Bank for Economic Dev. in Africa (BADEA),US$2.7 million,Arab Bank for Economic Dev. in Africa (BADEA)
Eritrea,2024,bilateral,3407533.7,China,US$3.4 million,China (bilateral)
Eritrea,2024,bilateral,1657200.0,India,US$1.7 million,India (bilateral)
Eritrea,2024,multilateral,26579606.0,International Fund for Agricultural Dev.,US$26.6 million,International Fund for Agricultural Dev.
Eritrea,2024,bilateral,42555454.5,Italy,US$42.6 million,Italy (bilateral)
Eritrea,2024,bilateral,-129891.3,Kuwait,"US$-129,891",Kuwait (bilateral)
Eritrea,2024,multilateral,1174933.3,OPEC Fund for International Dev.,US$1.2 million,OPEC Fund for International Dev.
Eritrea,2024,bilateral,3183750.0,Saudi Arabia,US$3.2 million,Saudi Arabia (bilateral)
Eritrea,2024,bilateral,5331735.9,United Arab Emirates,US$5.3 million,United Arab Emirates (bilateral)
Eritrea,2024,bilateral,8455916.6,United States,US$8.5 million,United States (bilateral)
Eritrea,2024,multilateral,407398000.0,World Bank-IDA,US$407.4 million,World Bank-IDA
Eswatini,2024,multilateral,252227462.0,African Dev. Bank,US$252.2 million,African Dev. Bank
Eswatini,2024,multilateral,4885000.0,Arab African International Bank,US$4.9 million,Arab African International Bank
Eswatini,2024,multilateral,23057000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$23.1 million,Arab Bank for Economic Dev. in Africa (BADEA)
Eswatini,2024,bonds,21340200.0,Bondholders,US$21.3 million,Bondholders
Eswatini,2024,bilateral,212983000.0,China,US$213.0 million,China (bilateral)
Eswatini,2024,multilateral,147523.8,European Development Fund (EDF),"US$147,524",European Development Fund (EDF)
Eswatini,2024,multilateral,33833856.3,European Investment Bank,US$33.8 million,European Investment Bank
Eswatini,2024,bilateral,1891836.9,"Germany, Fed. Rep. of",US$1.9 million,"Germany, Fed. Rep. of (bilateral)"
Eswatini,2024,bilateral,553000.0,India,"US$553,000",India (bilateral)
Eswatini,2024,multilateral,12626150.8,International Fund for Agricultural Dev.,US$12.6 million,International Fund for Agricultural Dev.
Eswatini,2024,bilateral,8142898.2,Italy,US$8.1 million,Italy (bilateral)
Eswatini,2024,bilateral,18391318.2,Japan,US$18.4 million,Japan (bilateral)
Eswatini,2024,bilateral,20957947.7,Kuwait,US$21.0 million,Kuwait (bilateral)
Eswatini,2024,bilateral,3241000.0,Multiple Lenders,US$3.2 million,Multiple Lenders (bilateral)
Eswatini,2024,bilateral,1690290.3,Nigeria,US$1.7 million,Nigeria (bilateral)
